,Name,State,Conference,PrivatePublic,Year,Rank
0,Princeton University,NJ,Ivy League,Private,2024,1
1,Massachusetts Institute of Technology,MA,NEWMAC,Private,2024,2
2,Harvard University,MA,Ivy League,Private,2024,3
3,Stanford University,CA,ACC,Private,2024,3
4,Yale University,CT,Ivy League,Private,2024,5
5,University of Pennsylvania,PA,Ivy League,Private,2024,6
6,California Institute of Technology,CA,SCIAC,Private,2024,7
7,Duke University,NC,ACC,Private,2024,7
8,Brown University,RI,Ivy League,Private,2024,9
9,Johns Hopkins University,MD,Centennial,Private,2024,9
10,Northwestern University,IL,Big 10,Private,2024,9
11,Columbia University,NY,Ivy League,Private,2024,12
12,Cornell University,NY,Ivy League,Private,2024,12
13,University of Chicago,IL,UAA,Private,2024,12
14,University of California-Berkeley,CA,ACC,Public,2024,15
15,University of California-Los Angeles,CA,Big 10,Public,2024,15
16,Rice University,TX,AAC,Private,2024,17
17,Dartmouth College,NH,Ivy League,Private,2024,18
18,Vanderbilt University,TN,SEC,Private,2024,18
19,University of Notre Dame,IN,ACC,Private,2024,20
20,University of Michigan-Ann Arbor,MI,Big 10,Public,2024,21
21,Georgetown University,DC,Big East,Private,2024,22
22,University of North Carolina-Chapel Hill,NC,ACC,Public,2024,22
23,Carnegie Mellon University,PA,UAA,Private,2024,24
24,Emory University,GA,UAA,Private,2024,24
25,University of Virginia,VA,ACC,Public,2024,24
26,Washington University in St. Louis,MO,UAA,Private,2024,24
27,University of California-Davis,CA,BWC,Public,2024,28
28,University of California-San Diego,CA,BWC,Public,2024,28
29,University of Florida,FL,SEC,Public,2024,28
30,University of Southern California,CA,Big 10,Private,2024,28
31,University of Texas-Austin,TX,SEC,Public,2024,32
32,Georgia Institute of Technology,GA,ACC,Public,2024,33
33,University of California-Irvine,CA,BWC,Public,2024,33
34,New York University,NY,UAA,Private,2024,35
35,University of California-Santa Barbara,CA,BWC,Public,2024,35
36,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2024,35
37,University of Wisconsin-Madison,WI,Big 10,Public,2024,35
38,Boston College,MA,ACC,Private,2024,39
39,Rutgers University-New Brunswick,NJ,Big 10,Public,2024,40
40,Tufts University,MA,NESCAC,Private,2024,40
41,University of Washington,WA,Big 10,Public,2024,40
42,Boston University,MA,Patriot,Private,2024,43
43,Ohio State University-Columbus,OH,Big 10,Public,2024,43
44,Purdue University,IN,Big 10,Public,2024,43
45,University of Maryland,MD,Big 10,Public,2024,46
46,Lehigh University,PA,Patriot,Private,2024,47
47,Texas A&M University-College Station,TX,SEC,Public,2024,47
48,University of Georgia,GA,SEC,Public,2024,47
49,University of Rochester,NY,UAA,Private,2024,47
50,Virginia Polytechnic Institute and State University,VA,ACC,Public,2024,47
51,Wake Forest University,NC,ACC,Private,2024,47
52,Case Western Reserve University,OH,UAA,Private,2024,53
53,College of William and Mary,VA,CAA,Public,2024,53
54,Florida State University,FL,ACC,Public,2024,53
55,Northeastern University,MA,CAA,Private,2024,53
56,University of Minnesota,MN,Big 10,Public,2024,53
57,Stony Brook University,NY,CAA,Public,2024,58
58,University of Connecticut,CT,Big East,Public,2024,58
59,Brandeis University,MA,UAA,Private,2024,60
60,Michigan State University,MI,Big 10,Public,2024,60
61,North Carolina State University,NC,ACC,Public,2024,60
62,Pennsylvania State University-University Park,PA,Big 10,Public,2024,60
63,Rensselaer Polytechnic Institute,NY,Liberty,Private,2024,60
64,Santa Clara University,CA,WCC,Private,2024,60
65,University of California-Merced,CA,CCAA,Public,2024,60
66,George Washington University,DC,A-10,Private,2024,67
67,Syracuse University,NY,ACC,Private,2024,67
68,University of Massachusetts-Amherst,MA,A-10,Public,2024,67
69,University of Miami,FL,ACC,Private,2024,67
70,University of Pittsburgh,PA,ACC,Public,2024,67
71,Villanova University,PA,Big East,Private,2024,67
72,Binghamton University,NY,AmEast,Public,2024,73
73,Indiana University-Bloomington,IN,Big 10,Public,2024,73
74,Tulane University,LA,AAC,Private,2024,73
75,Colorado School of Mines,CO,RMC,Public,2024,76
76,Pepperdine University,CA,WCC,Private,2024,76
77,Stevens Institute of Technology,NJ,MAC,Private,2024,76
78,University of Buffalo,NY,MAC,Public,2024,76
79,University of California-Riverside,CA,BWC,Public,2024,76
80,University of Delaware,DE,C-USA,Public,2024,76
81,Rutgers University-Newark,NJ,NJAC,Public,2024,82
82,University of California-Santa Cruz,CA,C2C,Public,2024,82
83,University of Illinois-Chicago,IL,MVC,Public,2024,82
84,Worcester Polytechnic Institute,MA,NEWMAC,Private,2024,82
85,Clemson University,SC,ACC,Public,2024,86
86,Marquette University,WI,Big East,Private,2024,86
87,New Jersey Institute of Technology,NJ,AmEast,Public,2024,86
88,Fordham University,NY,A-10,Private,2024,89
89,Southern Methodist University,TX,ACC,Private,2024,89
90,Temple University,PA,AAC,Public,2024,89
91,University of South Florida,FL,AAC,Public,2024,89
92,Auburn University,AL,SEC,Public,2024,93
93,Baylor University,TX,Big 12,Private,2024,93
94,Gonzaga University,WA,WCC,Private,2024,93
95,Loyola Marymount University,CA,WCC,Private,2024,93
96,University of Iowa,IA,Big 10,Public,2024,93
97,Drexel University,PA,CAA,Private,2024,98
98,Illinois Institute of Technology,IL,NACC,Private,2024,98
99,Rochester Institute of Technology,NY,Liberty,Private,2024,98
100,Rutgers University-Camden,NJ,NJAC,Public,2024,98
101,Texas Christian University,TX,Big 12,Private,2024,98
102,University of Oregon,OR,Big 10,Public,2024,98
103,University of San Diego,CA,WCC,Private,2024,98
104,American University,DC,Patriot,Private,2024,105
105,Arizona State University-Tempe,AZ,Big 12,Public,2024,105
106,California State University-Long Beach,CA,BWC,Public,2024,105
107,CUNY-City College,NY,BWC,Public,2024,105
108,George Mason University,VA,A-10,Public,2024,105
109,Saint Louis University,MZ,A-10,Private,2024,105
110,San Diego State University,CA,MW,Public,2024,105
111,University of Colorado-Boulder,CO,Big 12,Public,2024,105
112,University of Tennessee,TN,SEC,Public,2024,105
113,Yeshiva University,NY,,Private,2024,105
114,Brigham Young University,UT,Big 12,Private,2024,115
115,Howard University,DC,MEAC,Private,2024,115
116,Iowa State University,IA,Big 12,Public,2024,115
117,SUNY College of Environmental Science and Forestry,NY,,Public,2024,115
118,University of Arizona,AZ,Big 12,Public,2024,115
119,University of New Hampshire,NH,AmEast,Public,2024,115
120,University of San Francisco,CA,WCC,Private,2024,115
121,University of Texas-Dallas,TX,,Public,2024,115
122,University of Utah,UT,Big 12,Public,2024,115
123,Creighton University,NE,Big East,Private,2024,124
124,Fairfield University,CT,MAAC,Private,2024,124
125,Florida International University,FL,C-USA,Public,2024,124
126,James Madison University,VA,SBC,Public,2024,124
127,University of Central Florida,FL,Big 12,Public,2024,124
128,University of Denver,CO,The Summit,Private,2024,124
129,University of Missouri,MZ,SEC,Public,2024,124
130,University of Oklahoma,OK,SEC,Public,2024,124
131,University of South Carolina,SC,SEC,Public,2024,124
132,California State University-Fullerton,CA,,Public,2024,133
133,Chapman University,CA,CCAA,Private,2024,133
134,Elon University,NC,CAA,Private,2024,133
135,Miami University,OH,MAC,Public,2024,133
136,University of Albany-SUNY,NY,AmEast,Public,2024,133
137,University of Dayton,OH,A-10,Private,2024,133
138,University of Houston,TX,Big 12,Public,2024,133
139,University of Maryland-Baltimore County,MD,AmEast,Public,2024,133
140,University of Vermont,VT,AmEast,Public,2024,133
141,Clark University,MA,,Private,2024,142
142,Clarkson University,NY,Liberty,Private,2024,142
143,Loyola University Chicago,IL,A-10,Private,2024,142
144,Oregon State University,OR,Pac-12,Public,2024,142
145,Thomas Jefferson University,PA,,Private,2024,142
146,University of Alabama,AL,SEC,Public,2024,142
147,University of Cincinnati,OH,Big 12,Public,2024,142
148,University of the Pacific,CA,WCC,Private,2024,142
149,Virginia Commonwealth University,VA,A-10,Public,2024,142
150,Colorado State University,CO,MW,Public,2024,151
151,DePaul University,IL,Big East,Private,2024,151
152,Duquesne University,PA,A-10,Private,2024,151
153,Michigan Technological University,MI,,Public,2024,151
154,Seton Hall University,NJ,Big East,Private,2024,151
155,Simmons University,MA,,Private,2024,151
156,University of Kansas,KS,Big 12,Public,2024,151
157,University of Rhode Island,RI,A-10,Public,2024,151
158,Princeton University,NJ,Ivy League,Private,2023,1
159,Massachusetts Institute of Technology,MA,NEWMAC,Private,2023,2
160,Harvard University,MA,Ivy League,Private,2023,3
161,Stanford University,CA,ACC,Private,2023,3
162,Yale University,CT,Ivy League,Private,2023,3
163,University of Pennsylvania,PA,Ivy League,Private,2023,7
164,California Institute of Technology,CA,SCIAC,Private,2023,9
165,Duke University,NC,ACC,Private,2023,10
166,Brown University,RI,Ivy League,Private,2023,13
167,Johns Hopkins University,MD,Centennial,Private,2023,7
168,Northwestern University,IL,Big 10,Private,2023,10
169,Columbia University,NY,Ivy League,Private,2023,18
170,Cornell University,NY,Ivy League,Private,2023,17
171,University of Chicago,IL,UAA,Private,2023,6
172,University of California-Berkeley,CA,ACC,Public,2023,20
173,University of California-Los Angeles,CA,Big 10,Public,2023,20
174,Rice University,TX,AAC,Private,2023,15
175,Dartmouth College,NH,Ivy League,Private,2023,12
176,Vanderbilt University,TN,SEC,Private,2023,13
177,University of Notre Dame,IN,ACC,Private,2023,18
178,University of Michigan-Ann Arbor,MI,Big 10,Public,2023,25
179,Georgetown University,DC,Big East,Private,2023,22
180,University of North Carolina-Chapel Hill,NC,ACC,Public,2023,29
181,Carnegie Mellon University,PA,UAA,Private,2023,22
182,Emory University,GA,UAA,Private,2023,22
183,University of Virginia,VA,ACC,Public,2023,25
184,Washington University in St. Louis,MO,UAA,Private,2023,15
185,University of California-Davis,CA,BWC,Public,2023,38
186,University of California-San Diego,CA,BWC,Public,2023,34
187,University of Florida,FL,SEC,Public,2023,29
188,University of Southern California,CA,Big 10,Private,2023,25
189,University of Texas-Austin,TX,SEC,Public,2023,38
190,Georgia Institute of Technology,GA,ACC,Public,2023,44
191,University of California-Irvine,CA,BWC,Public,2023,34
192,New York University,NY,UAA,Private,2023,25
193,University of California-Santa Barbara,CA,BWC,Public,2023,32
194,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2023,41
195,University of Wisconsin-Madison,WI,Big 10,Public,2023,38
196,Boston College,MA,ACC,Private,2023,36
197,Rutgers University-New Brunswick,NJ,Big 10,Public,2023,55
198,Tufts University,MA,NESCAC,Private,2023,32
199,University of Washington,WA,Big 10,Public,2023,55
200,Boston University,MA,Patriot,Private,2023,41
201,Ohio State University-Columbus,OH,Big 10,Public,2023,49
202,Purdue University,IN,Big 10,Public,2023,51
203,University of Maryland,MD,Big 10,Public,2023,55
204,Lehigh University,PA,Patriot,Private,2023,51
205,Texas A&M University-College Station,TX,SEC,Public,2023,67
206,University of Georgia,GA,SEC,Public,2023,49
207,University of Rochester,NY,UAA,Private,2023,36
208,Virginia Polytechnic Institute and State University,VA,ACC,Public,2023,62
209,Wake Forest University,NC,ACC,Private,2023,29
210,Case Western Reserve University,OH,UAA,Private,2023,44
211,College of William and Mary,VA,CAA,Public,2023,41
212,Florida State University,FL,ACC,Public,2023,55
213,Northeastern University,MA,CAA,Private,2023,44
214,University of Minnesota,MN,Big 10,Public,2023,62
215,Stony Brook University,NY,CAA,Public,2023,77
216,University of Connecticut,CT,Big East,Public,2023,67
217,Brandeis University,MA,UAA,Private,2023,44
218,Michigan State University,MI,Big 10,Public,2023,77
219,North Carolina State University,NC,ACC,Public,2023,72
220,Pennsylvania State University-University Park,PA,Big 10,Public,2023,77
221,Rensselaer Polytechnic Institute,NY,Liberty,Private,2023,51
222,Santa Clara University,CA,WCC,Private,2023,55
223,University of California-Merced,CA,CCAA,Public,2023,97
224,George Washington University,DC,A-10,Private,2023,62
225,Syracuse University,NY,ACC,Private,2023,62
226,University of Massachusetts-Amherst,MA,A-10,Public,2023,67
227,University of Miami,FL,ACC,Private,2023,55
228,University of Pittsburgh,PA,ACC,Public,2023,62
229,Villanova University,PA,Big East,Private,2023,51
230,Binghamton University,NY,AmEast,Public,2023,83
231,Indiana University-Bloomington,IN,Big 10,Public,2023,72
232,Tulane University,LA,AAC,Private,2023,44
233,Colorado School of Mines,CO,RMC,Public,2023,89
234,Pepperdine University,CA,WCC,Private,2023,55
235,Stevens Institute of Technology,NJ,MAC,Private,2023,83
236,University of Buffalo,NY,MAC,Public,2023,89
237,University of California-Riverside,CA,BWC,Public,2023,89
238,University of Delaware,DE,C-USA,Public,2023,89
239,Rutgers University-Newark,NJ,NJAC,Public,2023,115
240,University of California-Santa Cruz,CA,C2C,Public,2023,83
241,University of Illinois-Chicago,IL,MVC,Public,2023,97
242,Worcester Polytechnic Institute,MA,NEWMAC,Private,2023,67
243,Clemson University,SC,ACC,Public,2023,77
244,Marquette University,WI,Big East,Private,2023,83
245,New Jersey Institute of Technology,NJ,AmEast,Public,2023,97
246,Fordham University,NY,A-10,Private,2023,72
247,Southern Methodist University,TX,ACC,Private,2023,72
248,Temple University,PA,AAC,Public,2023,121
249,University of South Florida,FL,AAC,Public,2023,97
250,Auburn University,AL,SEC,Public,2023,97
251,Baylor University,TX,Big 12,Private,2023,77
252,Gonzaga University,WA,WCC,Private,2023,83
253,Loyola Marymount University,CA,WCC,Private,2023,77
254,University of Iowa,IA,Big 10,Public,2023,83
255,Drexel University,PA,CAA,Private,2023,105
256,Illinois Institute of Technology,IL,NACC,Private,2023,127
257,Rochester Institute of Technology,NY,Liberty,Private,2023,105
258,Rutgers University-Camden,NJ,NJAC,Public,2023,127
259,Texas Christian University,TX,Big 12,Private,2023,89
260,University of Oregon,OR,Big 10,Public,2023,105
261,University of San Diego,CA,WCC,Private,2023,97
262,American University,DC,Patriot,Private,2023,72
263,Arizona State University-Tempe,AZ,Big 12,Public,2023,121
264,California State University-Long Beach,CA,BWC,Public,2023,137
266,George Mason University,VA,A-10,Public,2023,137
267,Saint Louis University,MZ,A-10,Private,2023,105
269,University of Colorado-Boulder,CO,Big 12,Public,2023,97
270,University of Tennessee,TN,SEC,Public,2023,115
271,Yeshiva University,NY,,Private,2023,67
272,Brigham Young University,UT,Big 12,Private,2023,89
273,Howard University,DC,MEAC,Private,2023,89
274,Iowa State University,IA,Big 12,Public,2023,127
275,SUNY College of Environmental Science and Forestry,NY,,Public,2023,105
276,University of Arizona,AZ,Big 12,Public,2023,105
277,University of New Hampshire,NH,AmEast,Public,2023,137
278,University of San Francisco,CA,WCC,Private,2023,105
280,University of Utah,UT,Big 12,Public,2023,105
281,Creighton University,NE,Big East,Private,2023,115
282,Fairfield University,CT,MAAC,Private,2023,115
285,University of Central Florida,FL,Big 12,Public,2023,137
286,University of Denver,CO,The Summit,Private,2023,105
287,University of Missouri,MZ,SEC,Public,2023,121
288,University of Oklahoma,OK,SEC,Public,2023,127
289,University of South Carolina,SC,SEC,Public,2023,115
291,Chapman University,CA,CCAA,Private,2023,121
292,Elon University,NC,CAA,Private,2023,89
293,Miami University,OH,MAC,Public,2023,105
295,University of Dayton,OH,A-10,Private,2023,127
297,University of Maryland-Baltimore County,MD,AmEast,Public,2023,137
298,University of Vermont,VT,AmEast,Public,2023,121
299,Clark University,MA,,Private,2023,97
300,Clarkson University,NY,Liberty,Private,2023,127
301,Loyola University Chicago,IL,A-10,Private,2023,115
303,Thomas Jefferson University,PA,,Private,2023,127
304,University of Alabama,AL,SEC,Public,2023,137
309,DePaul University,IL,Big East,Private,2023,137
312,Seton Hall University,NJ,Big East,Private,2023,137
314,University of Kansas,KS,Big 12,Public,2023,121
316,Princeton University,NJ,Ivy League,Private,2022,1
317,Massachusetts Institute of Technology,MA,NEWMAC,Private,2022,2
318,Harvard University,MA,Ivy League,Private,2022,2
319,Stanford University,CA,ACC,Private,2022,6
320,Yale University,CT,Ivy League,Private,2022,5
321,University of Pennsylvania,PA,Ivy League,Private,2022,8
322,California Institute of Technology,CA,SCIAC,Private,2022,9
323,Duke University,NC,ACC,Private,2022,9
324,Brown University,RI,Ivy League,Private,2022,14
325,Johns Hopkins University,MD,Centennial,Private,2022,9
326,Northwestern University,IL,Big 10,Private,2022,9
327,Columbia University,NY,Ivy League,Private,2022,2
328,Cornell University,NY,Ivy League,Private,2022,17
329,University of Chicago,IL,UAA,Private,2022,6
330,University of California-Berkeley,CA,ACC,Public,2022,22
331,University of California-Los Angeles,CA,Big 10,Public,2022,20
332,Rice University,TX,AAC,Private,2022,17
333,Dartmouth College,NH,Ivy League,Private,2022,13
334,Vanderbilt University,TN,SEC,Private,2022,14
335,University of Notre Dame,IN,ACC,Private,2022,19
336,University of Michigan-Ann Arbor,MI,Big 10,Public,2022,23
337,Georgetown University,DC,Big East,Private,2022,23
338,University of North Carolina-Chapel Hill,NC,ACC,Public,2022,28
339,Carnegie Mellon University,PA,UAA,Private,2022,25
340,Emory University,GA,UAA,Private,2022,21
341,University of Virginia,VA,ACC,Public,2022,25
342,Washington University in St. Louis,MO,UAA,Private,2022,14
343,University of California-Davis,CA,BWC,Public,2022,38
344,University of California-San Diego,CA,BWC,Public,2022,34
345,University of Florida,FL,SEC,Public,2022,28
346,University of Southern California,CA,Big 10,Private,2022,27
347,University of Texas-Austin,TX,SEC,Public,2022,38
348,Georgia Institute of Technology,GA,ACC,Public,2022,38
349,University of California-Irvine,CA,BWC,Public,2022,36
350,New York University,NY,UAA,Private,2022,28
351,University of California-Santa Barbara,CA,BWC,Public,2022,28
352,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2022,47
353,University of Wisconsin-Madison,WI,Big 10,Public,2022,42
354,Boston College,MA,ACC,Private,2022,36
355,Rutgers University-New Brunswick,NJ,Big 10,Public,2022,63
356,Tufts University,MA,NESCAC,Private,2022,28
357,University of Washington,WA,Big 10,Public,2022,59
358,Boston University,MA,Patriot,Private,2022,42
359,Ohio State University-Columbus,OH,Big 10,Public,2022,49
360,Purdue University,IN,Big 10,Public,2022,49
361,University of Maryland,MD,Big 10,Public,2022,59
362,Lehigh University,PA,Patriot,Private,2022,49
363,Texas A&M University-College Station,TX,SEC,Public,2022,68
364,University of Georgia,GA,SEC,Public,2022,48
365,University of Rochester,NY,UAA,Private,2022,34
366,Virginia Polytechnic Institute and State University,VA,ACC,Public,2022,75
367,Wake Forest University,NC,ACC,Private,2022,28
368,Case Western Reserve University,OH,UAA,Private,2022,42
369,College of William and Mary,VA,CAA,Public,2022,38
370,Florida State University,FL,ACC,Public,2022,55
371,Northeastern University,MA,CAA,Private,2022,49
372,University of Minnesota,MN,Big 10,Public,2022,68
373,Stony Brook University,NY,CAA,Public,2022,93
374,University of Connecticut,CT,Big East,Public,2022,63
375,Brandeis University,MA,UAA,Private,2022,42
376,Michigan State University,MI,Big 10,Public,2022,83
377,North Carolina State University,NC,ACC,Public,2022,79
378,Pennsylvania State University-University Park,PA,Big 10,Public,2022,63
379,Rensselaer Polytechnic Institute,NY,Liberty,Private,2022,55
380,Santa Clara University,CA,WCC,Private,2022,55
381,University of California-Merced,CA,CCAA,Public,2022,93
382,George Washington University,DC,A-10,Private,2022,63
383,Syracuse University,NY,ACC,Private,2022,59
384,University of Massachusetts-Amherst,MA,A-10,Public,2022,68
385,University of Miami,FL,ACC,Private,2022,55
386,University of Pittsburgh,PA,ACC,Public,2022,59
387,Villanova University,PA,Big East,Private,2022,49
388,Binghamton University,NY,AmEast,Public,2022,83
389,Indiana University-Bloomington,IN,Big 10,Public,2022,68
390,Tulane University,LA,AAC,Private,2022,42
391,Colorado School of Mines,CO,RMC,Public,2022,83
392,Pepperdine University,CA,WCC,Private,2022,49
393,Stevens Institute of Technology,NJ,MAC,Private,2022,83
394,University of Buffalo,NY,MAC,Public,2022,93
395,University of California-Riverside,CA,BWC,Public,2022,83
396,University of Delaware,DE,C-USA,Public,2022,93
397,Rutgers University-Newark,NJ,NJAC,Public,2022,127
398,University of California-Santa Cruz,CA,C2C,Public,2022,103
399,University of Illinois-Chicago,IL,MVC,Public,2022,103
400,Worcester Polytechnic Institute,MA,NEWMAC,Private,2022,63
401,Clemson University,SC,ACC,Public,2022,75
402,Marquette University,WI,Big East,Private,2022,83
403,New Jersey Institute of Technology,NJ,AmEast,Public,2022,103
404,Fordham University,NY,A-10,Private,2022,68
405,Southern Methodist University,TX,ACC,Private,2022,68
406,Temple University,PA,AAC,Public,2022,103
407,University of South Florida,FL,AAC,Public,2022,103
408,Auburn University,AL,SEC,Public,2022,99
409,Baylor University,TX,Big 12,Private,2022,75
410,Gonzaga University,WA,WCC,Private,2022,79
411,Loyola Marymount University,CA,WCC,Private,2022,75
412,University of Iowa,IA,Big 10,Public,2022,83
413,Drexel University,PA,CAA,Private,2022,103
414,Illinois Institute of Technology,IL,NACC,Private,2022,122
415,Rochester Institute of Technology,NY,Liberty,Private,2022,117
416,Rutgers University-Camden,NJ,NJAC,Public,2022,148
417,Texas Christian University,TX,Big 12,Private,2022,83
418,University of Oregon,OR,Big 10,Public,2022,99
419,University of San Diego,CA,WCC,Private,2022,93
420,American University,DC,Patriot,Private,2022,79
421,Arizona State University-Tempe,AZ,Big 12,Public,2022,117
423,CUNY-City College,NY,BWC,Public,2022,148
424,George Mason University,VA,A-10,Public,2022,148
425,Saint Louis University,MZ,A-10,Private,2022,103
426,San Diego State University,CA,MW,Public,2022,148
427,University of Colorado-Boulder,CO,Big 12,Public,2022,99
428,University of Tennessee,TN,SEC,Public,2022,103
429,Yeshiva University,NY,,Private,2022,68
430,Brigham Young University,UT,Big 12,Private,2022,79
431,Howard University,DC,MEAC,Private,2022,83
432,Iowa State University,IA,Big 12,Public,2022,122
433,SUNY College of Environmental Science and Forestry,NY,,Public,2022,117
434,University of Arizona,AZ,Big 12,Public,2022,103
435,University of New Hampshire,NH,AmEast,Public,2022,136
436,University of San Francisco,CA,WCC,Private,2022,103
437,University of Texas-Dallas,TX,,Public,2022,136
438,University of Utah,UT,Big 12,Public,2022,99
439,Creighton University,NE,Big East,Private,2022,103
443,University of Central Florida,FL,Big 12,Public,2022,148
444,University of Denver,CO,The Summit,Private,2022,93
445,University of Missouri,MZ,SEC,Public,2022,122
446,University of Oklahoma,OK,SEC,Public,2022,127
447,University of South Carolina,SC,SEC,Public,2022,117
449,Chapman University,CA,CCAA,Private,2022,117
450,Elon University,NC,CAA,Private,2022,83
451,Miami University,OH,MAC,Public,2022,103
453,University of Dayton,OH,A-10,Private,2022,127
456,University of Vermont,VT,AmEast,Public,2022,117
457,Clark University,MA,,Private,2022,103
458,Clarkson University,NY,Liberty,Private,2022,127
459,Loyola University Chicago,IL,A-10,Private,2022,103
461,Thomas Jefferson University,PA,,Private,2022,148
462,University of Alabama,AL,SEC,Public,2022,148
463,University of Cincinnati,OH,Big 12,Public,2022,148
464,University of the Pacific,CA,WCC,Private,2022,136
466,Colorado State University,CO,MW,Public,2022,148
467,DePaul University,IL,Big East,Private,2022,127
468,Duquesne University,PA,A-10,Private,2022,148
469,Michigan Technological University,MI,,Public,2022,148
470,Seton Hall University,NJ,Big East,Private,2022,127
471,Simmons University,MA,,Private,2022,136
472,University of Kansas,KS,Big 12,Public,2022,122
474,Princeton University,NJ,Ivy League,Private,2021,1
475,Massachusetts Institute of Technology,MA,NEWMAC,Private,2021,4
476,Harvard University,MA,Ivy League,Private,2021,2
477,Stanford University,CA,ACC,Private,2021,6
478,Yale University,CT,Ivy League,Private,2021,4
479,University of Pennsylvania,PA,Ivy League,Private,2021,8
480,California Institute of Technology,CA,SCIAC,Private,2021,9
481,Duke University,NC,ACC,Private,2021,12
482,Brown University,RI,Ivy League,Private,2021,14
483,Johns Hopkins University,MD,Centennial,Private,2021,9
484,Northwestern University,IL,Big 10,Private,2021,9
485,Columbia University,NY,Ivy League,Private,2021,3
486,Cornell University,NY,Ivy League,Private,2021,18
487,University of Chicago,IL,UAA,Private,2021,6
488,University of California-Berkeley,CA,ACC,Public,2021,22
489,University of California-Los Angeles,CA,Big 10,Public,2021,20
490,Rice University,TX,AAC,Private,2021,16
491,Dartmouth College,NH,Ivy League,Private,2021,13
492,Vanderbilt University,TN,SEC,Private,2021,14
493,University of Notre Dame,IN,ACC,Private,2021,19
494,University of Michigan-Ann Arbor,MI,Big 10,Public,2021,24
495,Georgetown University,DC,Big East,Private,2021,23
496,University of North Carolina-Chapel Hill,NC,ACC,Public,2021,28
497,Carnegie Mellon University,PA,UAA,Private,2021,26
498,Emory University,GA,UAA,Private,2021,21
499,University of Virginia,VA,ACC,Public,2021,26
500,Washington University in St. Louis,MO,UAA,Private,2021,16
501,University of California-Davis,CA,BWC,Public,2021,39
502,University of California-San Diego,CA,BWC,Public,2021,35
503,University of Florida,FL,SEC,Public,2021,30
504,University of Southern California,CA,Big 10,Private,2021,24
505,University of Texas-Austin,TX,SEC,Public,2021,42
506,Georgia Institute of Technology,GA,ACC,Public,2021,35
507,University of California-Irvine,CA,BWC,Public,2021,35
508,New York University,NY,UAA,Private,2021,30
509,University of California-Santa Barbara,CA,BWC,Public,2021,30
510,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2021,47
511,University of Wisconsin-Madison,WI,Big 10,Public,2021,42
512,Boston College,MA,ACC,Private,2021,35
514,Tufts University,MA,NESCAC,Private,2021,30
516,Boston University,MA,Patriot,Private,2021,42
520,Lehigh University,PA,Patriot,Private,2021,49
522,University of Georgia,GA,SEC,Public,2021,47
523,University of Rochester,NY,UAA,Private,2021,34
525,Wake Forest University,NC,ACC,Private,2021,28
526,Case Western Reserve University,OH,UAA,Private,2021,42
527,College of William and Mary,VA,CAA,Public,2021,39
529,Northeastern University,MA,CAA,Private,2021,49
533,Brandeis University,MA,UAA,Private,2021,42
543,University of Miami,FL,ACC,Private,2021,49
548,Tulane University,LA,AAC,Private,2021,41
550,Pepperdine University,CA,WCC,Private,2021,49
632,Princeton University,NJ,Ivy League,Private,2020,1
633,Massachusetts Institute of Technology,MA,NEWMAC,Private,2020,3
634,Harvard University,MA,Ivy League,Private,2020,2
635,Stanford University,CA,ACC,Private,2020,6
636,Yale University,CT,Ivy League,Private,2020,3
637,University of Pennsylvania,PA,Ivy League,Private,2020,6
638,California Institute of Technology,CA,SCIAC,Private,2020,12
639,Duke University,NC,ACC,Private,2020,10
640,Brown University,RI,Ivy League,Private,2020,14
641,Johns Hopkins University,MD,Centennial,Private,2020,10
642,Northwestern University,IL,Big 10,Private,2020,9
643,Columbia University,NY,Ivy League,Private,2020,3
644,Cornell University,NY,Ivy League,Private,2020,17
645,University of Chicago,IL,UAA,Private,2020,6
646,University of California-Berkeley,CA,ACC,Public,2020,22
647,University of California-Los Angeles,CA,Big 10,Public,2020,20
648,Rice University,TX,AAC,Private,2020,17
649,Dartmouth College,NH,Ivy League,Private,2020,12
650,Vanderbilt University,TN,SEC,Private,2020,17
651,University of Notre Dame,IN,ACC,Private,2020,15
652,University of Michigan-Ann Arbor,MI,Big 10,Public,2020,25
653,Georgetown University,DC,Big East,Private,2020,24
654,University of North Carolina-Chapel Hill,NC,ACC,Public,2020,29
655,Carnegie Mellon University,PA,UAA,Private,2020,25
656,Emory University,GA,UAA,Private,2020,21
657,University of Virginia,VA,ACC,Public,2020,28
658,Washington University in St. Louis,MO,UAA,Private,2020,19
659,University of California-Davis,CA,BWC,Public,2020,39
660,University of California-San Diego,CA,BWC,Public,2020,37
661,University of Florida,FL,SEC,Public,2020,34
662,University of Southern California,CA,Big 10,Private,2020,22
663,University of Texas-Austin,TX,SEC,Public,2020,48
664,Georgia Institute of Technology,GA,ACC,Public,2020,29
665,University of California-Irvine,CA,BWC,Public,2020,36
666,New York University,NY,UAA,Private,2020,29
667,University of California-Santa Barbara,CA,BWC,Public,2020,34
668,University of Illinois-Urbana-Champaign,IL,Big 10,Public,2020,48
669,University of Wisconsin-Madison,WI,Big 10,Public,2020,46
670,Boston College,MA,ACC,Private,2020,37
671,Rutgers University-New Brunswick,NJ,Big 10,Public,2020,62
